r0,r1,l0,l1,i1,i2
82.73469387755102,59.60488346281909,87.38901098901098,56.3617381489842,0,0
82.73469387755102,59.60488346281909,87.38901098901098,56.3617381489842,1,1
82.48979591836735,61.50554938956715,86.28131868131868,55.66591422121896,1,1
89.75510204081633,70.93285238623751,75.28351648351648,47.62528216704289,1,1
82.9795918367347,66.97946725860156,80.34725274725275,58.294582392776526,1,1
75.46938775510205,70.24861265260822,78.60659340659342,65.79401805869074,1,1
70.24489795918367,71.5410654827969,77.73626373626374,71.59255079006772,1,1
65.67346938775509,75.11431742508324,72.98901098901098,74.76241534988714,1,1
59.38775510204081,81.57658157602664,64.44395604395604,78.08690744920993,1,1
57.918367346938766,80.13207547169812,64.91868131868131,81.7206546275395,1,1
56.448979591836746,81.1204217536071,62.22857142857143,81.48871331828443,2,2
57.102040816326536,81.57658157602664,59.93406593406593,80.40632054176072,3,3
55.79591836734693,81.57658157602664,58.98461538461538,80.25169300225734,3,3
52.85714285714286,82.41287458379578,57.24395604395605,81.6433408577878,4,4
52.28571428571428,82.41287458379578,55.50329670329671,80.6382618510158,5,5
49.51020408163265,82.4889012208657,53.050549450549454,79.40124153498871,6,6
46.571428571428584,84.08546059933407,49.80659340659341,80.6382618510158,6,6
46.734693877551024,83.55327413984462,50.993406593406604,79.63318284424379,6,6
44.20408163265307,82.56492785793563,49.331868131868134,80.17437923250564,7,7
42.571428571428584,84.161487236404,46.879120879120876,81.25677200902935,7,7
41.18367346938774,84.23751387347392,45.53406593406592,80.87020316027088,8,8
41.591836734693885,84.76970033296337,44.03076923076924,82.02990970654628,8,8
38.65306122448979,83.85738068812431,45.77142857142857,81.17945823927765,8,8
38.65306122448979,85.75804661487237,43.160439560439556,82.41647855530474,8,8
38.897959183673464,86.36625971143174,42.44835164835166,84.11738148984199,9,9
36.53061224489795,86.29023307436182,42.05274725274725,83.88544018058691,10,10
35.55102040816327,86.21420643729189,41.57802197802198,84.50395033860045,10,10
36.61224489795919,86.51831298557158,39.204395604395614,83.73081264108352,10,10
36.20408163265306,87.05049944506105,41.57802197802198,86.51410835214448,11,11
34.244897959183675,87.65871254162042,38.25494505494507,89.22009029345372,12,12
33.755102040816325,88.79911209766925,36.751648351648356,87.05530474040631,12,12
32.93877551020408,88.87513873473918,36.830769230769235,88.75620767494357,12,12
30.897959183673464,91.23196448390676,34.61538461538461,90.68905191873588,13,13
29.59183673469387,92.75249722530522,34.61538461538461,92.00338600451467,13,13
27.306122448979593,92.22031076581575,31.450549450549445,92.31264108352144,14,14
27.06122448979592,92.90455049944507,31.92527472527472,94.09085778781038,14,14
26.816326530612244,93.58879023307436,29.314285714285717,93.54966139954853,15,15
26.0,93.96892341842397,29.630769230769232,93.47234762979684,15,15
24.122448979591837,95.26137624861265,27.652747252747247,96.41027088036117,16,16
22.57142857142857,94.12097669256381,28.44395604395605,94.70936794582393,16,16
22.08163265306122,95.03329633740289,23.934065934065927,94.55474040632055,17,17
21.34693877551021,96.17369589345172,24.250549450549457,95.40519187358916,17,17
20.775510204081627,97.23806881243063,23.69670329670329,96.33295711060948,17,17
19.387755102040813,96.02164261931188,22.668131868131866,97.87923250564334,18,18
15.306122448979593,96.93396226415095,20.136263736263743,97.72460496613995,19,19
16.693877551020407,97.4661487236404,19.42417582417582,97.10609480812641,19,19
15.877551020408163,97.69422863485016,18.553846153846152,98.18848758465012,19,19
14.40816326530613,98.75860155382908,16.02197802197803,98.18848758465012,20,20
12.040816326530617,98.75860155382908,14.676923076923075,98.80699774266365,21,21
13.59183673469387,99.97502774694783,13.56923076923077,99.88939051918736,21,21
12.122448979591837,99.36681465038846,14.756043956043953,98.11117381489842,21,21
10.0,99.89900110987791,10.483516483516482,99.5028216704289,22,22
8.204081632653057,101.03940066592675,9.534065934065936,100.12133182844244,23,23
8.530612244897952,100.65926748057714,9.454945054945057,99.3481941309255,23,23
6.408163265306129,102.94006659267481,6.606593406593404,100.97178329571106,24,24
7.224489795918373,100.81132075471699,6.843956043956041,102.36343115124153,24,24
6.08163265306122,101.5715871254162,6.131868131868131,101.51297968397292,25,25
3.142857142857139,101.72364039955605,3.9956043956043885,102.51805869074492,25,25
3.3877551020408134,101.64761376248613,4.074725274725282,100.89446952595937,25,25
3.142857142857139,102.2558268590455,2.6505494505494482,100.58521444695259,26,26
0.2857142857142918,102.63596004439512,1.7010989010989022,102.28611738148985,26,26
-1.8367346938775455,101.87569367369589,0.5142857142857196,101.97686230248307,27,27
-2.08163265306122,102.40788013318534,0.039560439560446525,101.74492099322799,27,27
-3.3877551020408134,102.63596004439512,-2.175824175824175,101.6676072234763,28,28
-3.8775510204081627,101.79966703662598,-2.334065934065933,102.59537246049662,28,28
-3.4693877551020478,102.02774694783574,-3.4417582417582366,102.59537246049662,29,29
-3.551020408163268,102.94006659267481,-3.9164835164835097,103.8323927765237,29,29
-5.755102040816325,101.95172031076582,-5.657142857142858,102.36343115124153,30,30
-7.142857142857139,102.2558268590455,-8.109890109890117,101.35835214446952,31,31
-6.816326530612244,103.16814650388457,-8.980219780219784,102.20880361173815,31,31
-6.897959183673464,103.39622641509433,-8.901098901098905,101.51297968397292,31,31
-8.204081632653057,103.85238623751387,-9.92967032967033,101.97686230248307,31,31
-8.285714285714292,102.63596004439512,-9.454945054945057,101.97686230248307,31,31
-9.51020408163265,102.40788013318534,-11.591208791208786,101.74492099322799,32,32
-7.551020408163268,104.3085460599334,-17.446153846153848,96.79683972911964,32,32
-6.408163265306129,103.70033296337402,-13.331868131868134,99.27088036117381,32,32
-10.816326530612244,102.2558268590455,-14.756043956043953,98.03386004514672,33,33
-10.897959183673464,102.02774694783574,-14.835164835164832,99.58013544018058,33,33
-13.91836734693878,102.48390677025527,-15.230769230769226,100.35327313769751,34,34
-13.020408163265301,102.48390677025527,-16.02197802197803,99.88939051918736,34,34
-14.40816326530613,101.64761376248613,-17.28791208791209,99.4255079006772,35,35
-14.40816326530613,100.2031076581576,-17.762637362637363,98.65237020316027,35,35
-15.877551020408163,101.72364039955605,-18.949450549450546,100.04401805869074,36,36
-16.775510204081627,99.59489456159822,-17.683516483516485,97.87923250564334,36,36
-17.59183673469387,98.30244173140954,-19.898901098901092,97.49266365688487,37,37
-17.183673469387756,97.84628190899001,-20.37362637362638,96.33295711060948,37,37
-16.93877551020408,99.06270810210877,-20.45274725274726,98.11117381489842,37,37
-17.755102040816325,98.07436182019978,-21.481318681318683,96.17832957110609,37,37
-18.0,97.92230854605994,-21.243956043956047,97.2607223476298,37,37
-19.306122448979593,97.31409544950056,-21.7978021978022,95.63713318284424,38,38
-18.163265306122454,97.16204217536071,-25.753846153846155,90.68905191873588,38,38
-19.877551020408163,96.62985571587126,-25.041758241758245,96.02370203160271,38,38
-22.816326530612244,97.69422863485016,-23.380219780219775,97.1834085778781,39,39
-23.14285714285714,97.4661487236404,-26.86153846153846,95.0186230248307,40,40
-22.08163265306122,97.16204217536071,-24.487912087912093,92.69920993227991,40,40
-22.163265306122454,97.31409544950056,-24.0923076923077,94.09085778781038,40,40
-23.06122448979592,94.95726970033296,-25.041758241758245,90.99830699774266,41,41
-23.795918367346943,95.94561598224195,-25.753846153846155,93.70428893905192,42,42
-22.40816326530613,95.48945615982242,-24.72527472527473,92.00338600451467,42,42
-22.9795918367347,94.80521642619311,-26.7032967032967,90.5344243792325,42,42
-22.65306122448979,93.13263041065483,-26.307692307692307,89.76128668171557,42,42
-21.102040816326536,93.05660377358491,-28.285714285714285,89.4520316027088,42,42
-19.632653061224488,92.75249722530522,-27.652747252747254,89.37471783295712,42,42
-21.91836734693878,93.96892341842397,-28.839560439560437,88.91083521444695,42,42
-23.06122448979592,93.58879023307436,-27.25714285714286,89.29740406320542,42,42
-24.367346938775512,91.91620421753608,-29.86813186813187,86.28216704288938,42,42
-23.306122448979593,91.53607103218646,-27.573626373626375,89.22009029345372,42,42
-25.51020408163265,90.77580466148724,-29.472527472527474,88.29232505643341,43,43
-24.448979591836732,93.96892341842397,-30.738461538461536,85.50902934537245,43,43
-23.795918367346943,90.01553829078802,-27.33626373626374,86.2048532731377,43,43
-25.51020408163265,89.48335183129856,-31.371428571428574,86.97799097065463,44,44
-26.734693877551024,89.86348501664817,-29.78901098901099,85.97291196388262,45,45
-27.224489795918366,89.40732519422863,-30.42197802197802,87.05530474040631,46,46
-30.081632653061227,88.03884572697004,-31.60879120879121,85.74097065462755,46,46
-28.93877551020408,88.6470588235294,-29.78901098901099,85.1997742663657,46,46
-28.367346938775512,87.73473917869035,-31.134065934065937,84.42663656884876,47,47
-27.387755102040813,86.13817980022198,-30.42197802197802,83.49887133182844,47,47
-29.02040816326531,86.51831298557158,-31.60879120879121,82.95767494356659,47,47
-28.204081632653065,84.46559378468369,-33.032967032967036,81.10214446952595,48,48
-28.04081632653061,84.46559378468369,-32.16263736263736,81.33408577878104,48,48
-25.42857142857143,83.55327413984462,-31.68791208791209,81.56602708803612,48,48
-28.04081632653061,84.161487236404,-32.95384615384615,80.09706546275395,48,48
-27.46938775510204,84.69367369589345,-31.450549450549453,79.94243792325057,48,48
-27.877551020408163,82.64095449500554,-33.112087912087915,77.77765237020316,48,48
-29.591836734693878,81.19644839067702,-33.66593406593407,78.55079006772009,49,49
-24.367346938775512,84.5416204217536,-36.356043956043955,71.66986455981942,49,49
-28.693877551020407,82.79300776914539,-32.95384615384615,76.46331828442437,49,49
-28.367346938775512,80.89234184239734,-32.95384615384615,73.52539503386005,49,49
-28.693877551020407,78.91564927857935,-34.85274725274725,73.60270880361173,50,50
-28.775510204081634,78.68756936736959,-33.745054945054946,73.91196388261851,50,50
-28.53061224489796,78.45948945615983,-34.2989010989011,75.45823927765237,50,50
-30.57142857142857,77.09100998890122,-35.010989010989015,73.21613995485328,51,51
-30.734693877551024,76.48279689234184,-34.69450549450549,71.51523702031602,51,51
-28.693877551020407,75.57047724750278,-33.58681318681319,71.51523702031602,51,51
-28.693877551020407,74.58213096559379,-33.66593406593407,72.28837471783295,52,52
-30.408163265306122,74.6581576026637,-34.536263736263734,70.97404063205417,52,52
-30.163265306122447,73.97391786903441,-35.723076923076924,68.80925507900677,52,52
-28.53061224489796,71.46503884572697,-33.191208791208794,68.03611738148985,53,53
-29.51020408163265,71.69311875693674,-33.50769230769231,68.5,53,53
-31.06122448979592,71.46503884572697,-34.85274725274725,67.64954853273137,53,53
-29.673469387755105,68.80410654827969,-33.66593406593407,65.33013544018058,53,53
-28.448979591836732,69.48834628190899,-33.34945054945055,64.63431151241535,53,53
-30.97959183673469,69.03218645948945,-34.37802197802198,66.18058690744921,53,53
-28.93877551020408,67.8157602663707,-33.50769230769231,65.2528216704289,54,54
-25.91836734693878,73.13762486126527,-39.283516483516486,61.30981941309255,54,54
-27.224489795918366,71.08490566037736,-33.903296703296704,64.71162528216705,54,54
-29.02040816326531,68.57602663706992,-35.010989010989015,63.93848758465011,54,54
-30.408163265306122,64.92674805771365,-33.903296703296704,60.30474040632054,54,54
-28.693877551020407,64.09045504994451,-33.112087912087915,61.15519187358917,55,55
-28.122448979591837,65.7630410654828,-34.61538461538461,57.28950338600451,55,55
-27.306122448979593,65.61098779134295,-34.14065934065934,58.21726862302483,55,55
-28.857142857142854,63.102108768035514,-32.16263736263736,56.82562076749436,55,55
-29.918367346938773,60.13706992230855,-35.723076923076924,56.05248306997743,56,56
-24.85714285714286,65.83906770255273,-35.32747252747253,54.35158013544018,56,56
-27.714285714285715,63.33018867924528,-33.42857142857143,53.65575620767494,56,56
-28.93877551020408,57.932297447280796,-33.824175824175825,53.191873589164786,56,56
-31.06122448979592,56.411764705882355,-33.58681318681319,51.027088036117384,57,57
-29.918367346938773,56.18368479467259,-33.27032967032967,51.181715575620764,57,57
-29.346938775510203,54.89123196448391,-31.767032967032968,50.872460496613996,57,57
-29.918367346938773,56.94395116537181,-32.004395604395604,48.24379232505643,57,57
-30.081632653061227,53.75083240843507,-31.371428571428574,46.69751693002257,57,57
-30.163265306122447,52.68645948945616,-30.896703296703294,47.16139954853273,57,57
-29.183673469387756,49.94950055493896,-29.78901098901099,45.769751693002256,58,58
-24.530612244897952,53.826859045504996,-32.637362637362635,45.692437923250566,58,58
-31.224489795918366,50.32963374028857,-30.975824175824172,42.136004514672685,58,58
-30.244897959183675,48.42896781354051,-30.5010989010989,44.06884875846501,58,58
-29.918367346938773,45.3118756936737,-30.42197802197802,43.37302483069978,59,59
-29.673469387755105,47.13651498335183,-28.839560439560437,40.12584650112867,59,59
-29.591836734693878,47.516648168701444,-31.60879120879121,40.43510158013544,59,59
-30.57142857142857,43.867369589345174,-29.86813186813187,38.88882618510158,59,59
-29.346938775510203,43.867369589345174,-27.019780219780223,38.88882618510158,59,59
-29.10204081632653,40.52219755826859,-26.228571428571428,36.26015801354402,59,59
-31.795918367346935,40.06603773584906,-27.494505494505496,36.33747178329571,60,60
-27.387755102040813,44.09544950055494,-29.86813186813187,33.863431151241535,60,60
-26.734693877551024,45.235849056603776,-28.52307692307692,31.775959367945823,60,60
-28.93877551020408,37.100998890122085,-24.80439560439561,31.312076749435665,60,60
-31.387755102040813,35.88457269700333,-25.120879120879124,31.775959367945823,60,60
-30.326530612244895,34.36403995560488,-24.567032967032972,28.992663656884876,60,60
-29.42857142857143,32.3873473917869,-25.595604395604397,28.60609480812641,60,60
-29.591836734693878,30.63873473917869,-23.14285714285714,28.29683972911964,61,61
-21.265306122448976,36.796892341842394,-30.896703296703294,21.029345372460497,61,61
-25.0204081632653,37.405105438401776,-30.026373626373626,20.797404063205416,61,61
-25.91836734693878,31.93118756936737,-25.753846153846155,21.957110609480814,61,61
-25.102040816326536,23.492230854605992,-21.243956043956047,18.709932279909708,61,61
-23.714285714285708,23.872364039955606,-19.107692307692304,19.560383747178328,61,61
-25.34693877551021,21.1354051054384,-19.661538461538456,16.77708803611738,61,61
-24.204081632653057,21.05937846836848,-18.07912087912088,16.46783295711061,61,61
-25.183673469387756,18.47447280799112,-19.97802197802197,15.385440180586908,61,61
-24.693877551020407,16.953940066592676,-18.71208791208791,12.215575620767494,62,62
-18.897959183673464,22.04772475027747,-21.243956043956047,10.59198645598194,62,62
-19.387755102040813,23.41620421753607,-24.01318681318682,7.112866817155756,62,62
-19.714285714285708,16.953940066592676,-17.28791208791209,10.205417607223476,62,62
-18.897959183673464,13.836847946725861,-16.971428571428575,7.267494356659142,62,62
-18.9795918367347,11.556048834628191,-13.64835164835165,6.417042889390519,62,62
-20.040816326530617,10.87180910099889,-14.835164835164832,6.030474040632054,62,62
-19.959183673469383,7.146503884572697,-14.36043956043956,2.551354401805869,62,62
-19.959183673469383,8.667036625971143,-13.490109890109892,1.4689616252821671,62,62
-19.387755102040813,9.123196448390678,-13.252747252747255,1.314334085778781,62,62
-19.224489795918373,6.690344062153163,-10.325274725274724,3.015237020316027,63,63
-15.387755102040813,11.17591564927858,-16.813186813186817,1.159706546275395,64,64
-20.530612244897952,4.25749167591565,-14.518681318681317,-0.077313769751693,65,65
-20.85714285714286,4.865704772475028,-15.547252747252742,2.860609480812641,65,65
-18.40816326530613,3.5732519422863485,-13.331868131868134,-0.231941309255079,66,66
-16.612244897959187,3.2691453940066593,-12.540659340659346,0.0,66,66
-14.244897959183675,2.736958934517203,-12.857142857142861,0.154627539503386,66,66
-15.469387755102048,1.748612652608213,-11.353846153846149,0.154627539503386,66,66
-12.530612244897952,1.216426193118757,-9.138461538461542,-0.850451467268623,67,67
-11.061224489795919,-0.8362930077691454,-5.5780219780219795,-2.31941309255079,67,67
-10.0,-0.8362930077691454,-4.391208791208797,-2.783295711060948,67,67
-7.551020408163268,-0.30410654827968925,-1.9384615384615387,0.154627539503386,68,68
-7.469387755102048,-1.5965593784683685,-1.3846153846153868,-1.082392776523702,68,68
-3.142857142857139,1.4445061043285239,1.5428571428571445,0.7731376975169301,68,68
-0.5306122448979522,0.45615982241953384,3.2043956043956,-0.38656884875846503,69,69
-0.6938775510204067,0.98834628190899,3.679120879120873,1.932844243792325,69,69
3.142857142857139,1.4445061043285239,5.736263736263737,-0.154627539503386,69,69
4.938775510204081,0.6842397336293008,11.591208791208786,1.082392776523702,70,70
7.877551020408163,0.6082130965593785,11.749450549450543,-0.463882618510158,70,70
8.857142857142861,2.0527192008879025,13.015384615384619,1.314334085778781,70,70
10.244897959183675,2.128745837957825,15.151648351648348,0.927765237020316,71,71
14.57142857142857,2.5849056603773586,19.186813186813183,1.237020316027088,71,71
17.265306122448976,-0.15205327413984462,20.136263736263743,-0.309255079006772,72,72
16.122448979591837,0.6082130965593785,22.114285714285714,0.077313769751693,72,72
19.469387755102048,0.38013318534961155,23.221978021978018,-2.164785553047404,72,72
20.85714285714286,1.216426193118757,26.307692307692307,0.38656884875846503,72,72
22.48979591836735,1.1403995560488347,28.52307692307693,0.077313769751693,73,73
25.265306122448976,-0.6082130965593785,29.947252747252747,-0.541196388261851,73,73
27.877551020408163,3.3451720310765816,32.55824175824176,1.005079006772009,74,74
30.163265306122454,1.6725860155382908,31.529670329670324,-0.231941309255079,74,74
32.20408163265306,2.8890122086570478,33.50769230769231,-2.010158013544018,74,74
33.102040816326536,1.5205327413984462,37.7010989010989,0.077313769751693,74,74
37.0204081632653,1.216426193118757,37.7010989010989,0.695823927765237,75,75
37.91836734693878,4.789678135405105,40.07472527472527,3.169864559819413,75,75
37.836734693877546,3.6492785793562708,42.131868131868146,4.716139954853273,75,75
39.79591836734693,6.006104328523862,43.160439560439556,6.803611738148984,76,76
39.38775510204081,7.070477247502775,43.71428571428572,8.50451467268623,76,76
41.918367346938766,11.099889012208656,45.13846153846154,10.669300225733634,76,76
40.36734693877551,11.936182019977803,43.951648351648345,12.060948081264108,76,76
40.28571428571428,12.620421753607102,45.375824175824164,12.060948081264108,76,76
41.591836734693885,14.293007769145394,46.08791208791209,15.849322799097065,77,77
43.22448979591837,14.673140954495006,46.32527472527474,16.77708803611738,78,78
43.79591836734693,16.877913429522753,48.22417582417583,16.77708803611738,78,78
47.63265306122449,20.147058823529413,49.25274725274724,18.864559819413092,78,78
47.38775510204081,21.819644839067703,49.331868131868134,21.415914221218962,79,79
49.265306122448976,23.568257491675915,51.94285714285715,22.34367945823928,79,79
49.34693877551021,27.673695893451722,50.993406593406604,25.358916478555305,79,79
48.938775510204096,26.153163152053274,50.597802197802196,25.436230248306998,79,79
49.428571428571416,29.04217536071032,51.94285714285715,28.374153498871333,80,80
48.77551020408163,30.866814650388456,50.835164835164846,29.997742663656886,80,80
51.30612244897958,31.855160932297448,51.230769230769226,30.538939051918735,80,80
50.0,33.983906770255274,51.7054945054945,33.47686230248307,80,80
49.67346938775509,35.20033296337403,52.41758241758242,36.26015801354402,80,80
50.9795918367347,38.46947835738069,54.87032967032968,37.18792325056433,80,80
50.734693877551024,40.59822419533851,54.949450549450546,38.966139954853276,80,80
53.428571428571416,38.77358490566038,56.53186813186812,40.28047404063206,81,81
55.38775510204081,42.72697003329634,53.84175824175824,38.50225733634311,81,81
56.0408163265306,41.738623751387344,54.47472527472527,37.96106094808126,81,81
56.28571428571428,42.95504994450611,58.272527472527486,40.20316027088036,82,82
57.34693877551021,43.943396226415096,60.48791208791209,42.36794582392776,82,82
60.53061224489795,44.85571587125416,60.25054945054944,41.74943566591422,82,82
59.87755102040816,45.61598224195338,61.19999999999999,43.99153498871332,83,83
59.30612244897958,47.288568257491676,59.77582417582417,44.300790067720094,83,83
59.71428571428572,50.1015538290788,58.98461538461538,43.604966139954854,83,83
62.0,51.470033296337405,58.668131868131866,46.85214446952596,83,83
59.061224489795904,52.91453940066593,58.98461538461538,50.02200902934537,83,83
61.18367346938774,54.2069922308546,60.17142857142858,51.027088036117384,83,83
59.38775510204081,56.25971143174251,57.87692307692308,52.80530474040632,83,83
61.428571428571416,57.01997780244173,59.696703296703305,53.65575620767494,83,83
59.63265306122449,56.411764705882355,60.64615384615385,54.19695259593679,83,83
60.12244897959184,56.79189789123196,61.43736263736264,56.284424379232505,83,83
65.18367346938774,57.704217536071035,58.50989010989011,55.66591422121896,83,83
62.897959183673464,57.400110987791344,59.93406593406593,55.35665914221219,83,83
65.0204081632653,57.09600443951165,64.6021978021978,54.97009029345372,84,84
65.34693877551021,57.704217536071035,66.65934065934067,54.58352144469526,84,84
66.16326530612244,58.69256381798002,62.86153846153846,53.114559819413095,84,84
66.0,59.9850166481687,64.76043956043955,54.27426636568849,84,84
64.61224489795919,59.756936736958934,64.52307692307693,53.81038374717833,84,84
66.40816326530611,59.3007769145394,66.26373626373626,54.97009029345372,84,84
65.51020408163265,60.365149833518316,65.86813186813185,57.67607223476298,85,85
66.0,63.63429522752497,66.1054945054945,55.82054176072235,85,85
69.75510204081633,64.62264150943396,64.12747252747252,56.05248306997743,85,85
70.57142857142858,63.78634850166482,66.65934065934067,58.83577878103837,86,86
70.0,64.47058823529412,68.95384615384614,58.99040632054176,86,86
69.10204081632654,63.86237513873474,69.34945054945055,59.99548532731377,86,86
70.9795918367347,63.406215316315205,71.64395604395605,59.686230248307,87,87
68.61224489795919,62.645948945615984,71.16923076923078,60.691309255079005,87,87
70.08163265306123,63.102108768035514,69.50769230769231,62.00564334085779,87,87
69.83673469387756,62.72197558268591,71.4857142857143,60.45936794582393,87,87
70.08163265306123,62.34184239733629,71.09010989010989,62.39221218961625,87,87
70.57142857142858,62.34184239733629,70.45714285714286,60.7686230248307,87,87
70.16326530612244,64.16648168701443,70.14065934065934,60.691309255079005,87,87
73.67346938775509,63.86237513873474,72.5934065934066,62.31489841986456,88,88
75.71428571428572,68.80410654827969,65.86813186813185,56.74830699774267,88,88
75.30612244897958,64.01442841287458,64.76043956043955,56.74830699774267,88,88
73.0204081632653,65.91509433962264,65.55164835164834,57.4441309255079,88,88
74.32653061224491,65.15482796892341,65.78901098901099,59.60891647855531,88,88
73.91836734693877,62.95005549389567,67.21318681318681,55.82054176072235,88,88
74.32653061224491,64.47058823529412,66.8967032967033,57.057562076749434,88,88
77.26530612244898,65.53496115427303,68.55824175824176,56.284424379232505,88,88
81.59183673469389,66.29522752497225,66.8967032967033,54.50620767494357,88,88
79.22448979591837,67.58768035516093,68.4,56.980248306997744,88,88
77.18367346938774,65.7630410654828,71.56483516483516,59.53160270880361,88,88
82.0,64.62264150943396,74.41318681318683,58.13995485327314,88,88
78.81632653061226,66.29522752497225,73.38461538461539,57.830699774266364,88,88
77.91836734693877,64.47058823529412,76.15384615384616,60.45936794582393,89,89
